ID,Sexo,Estado civil,Edad,Educacion,Ingreso anual,Ocupacion,Tamano de asentamiento
100001469,Hombre,soltero/a,27,secundaria,100560,desempleado/a / no calificado/a,0
100001470,Hombre,,58,universidad,108442,desempleado/a / no calificado/a,0
100001471,Hombre,,27,secundaria,64472,desempleado/a / no calificado/a,0
100001472,Hombre,,49,universidad,120207,empleado/a calificado/a / funcionario/a,0
100001473,Hombre,,43,universidad,101680,empleado/a calificado/a / funcionario/a,0
100001474,Hombre,soltero/a,45,universidad,92342,desempleado/a / no calificado/a,0
100001475,Hombre,,27,secundaria,98611,desempleado/a / no calificado/a,0
100001476,Hombre,,34,secundaria,97613,empleado/a calificado/a / funcionario/a,1
100001477,Hombre,,21,secundaria,82298,desempleado/a / no calificado/a,0
100001478,Hombre,,54,universidad,125302,empleado/a calificado/a / funcionario/a,1
100001479,Hombre,,43,universidad,108725,desempleado/a / no calificado/a,0
100001480,Hombre,soltero/a,25,secundaria,85569,desempleado/a / no calificado/a,0
100001481,Hombre,soltero/a,57,universidad,110372,desempleado/a / no calificado/a,0
100001482,Hombre,,26,secundaria,100511,empleado/a calificado/a / funcionario/a,1
100001483,Hombre,soltero/a,30,secundaria,110455,empleado/a calificado/a / funcionario/a,0
100001484,Hombre,soltero/a,58,universidad,141993,desempleado/a / no calificado/a,0
100001485,Hombre,,25,secundaria,121789,empleado/a calificado/a / funcionario/a,1
100001486,Hombre,,23,secundaria,138967,empleado/a calificado/a / funcionario/a,0
100001487,Hombre,soltero/a,22,secundaria,105230,empleado/a calificado/a / funcionario/a,0
100001488,Hombre,,21,secundaria,90656,empleado/a calificado/a / funcionario/a,1
100001489,Hombre,,20,secundaria,115445,empleado/a calificado/a / funcionario/a,1
100001490,Hombre,,22,secundaria,59955,desempleado/a / no calificado/a,0
100001491,Hombre,soltero/a,27,secundaria,126268,empleado/a calificado/a / funcionario/a,1
100001492,Hombre,soltero/a,24,secundaria,80830,desempleado/a / no calificado/a,0
100001493,Hombre,,23,secundaria,123625,empleado/a calificado/a / funcionario/a,0
100001494,Hombre,,26,secundaria,102543,empleado/a calificado/a / funcionario/a,1
100001495,Hombre,soltero/a,28,secundaria,101948,empleado/a calificado/a / funcionario/a,0
100001496,Hombre,,64,,142280,empleado/a calificado/a / funcionario/a,0
100001497,Hombre,,26,secundaria,105434,empleado/a calificado/a / funcionario/a,1
100001498,Hombre,,31,secundaria,106115,empleado/a calificado/a / funcionario/a,0
100001499,Hombre,soltero/a,28,secundaria,111057,desempleado/a / no calificado/a,0
100001500,Hombre,,25,secundaria,117758,empleado/a calificado/a / funcionario/a,1
100001501,Hombre,soltero/a,49,universidad,118396,desempleado/a / no calificado/a,0
100001502,Hombre,,33,secundaria,136260,empleado/a calificado/a / funcionario/a,1
100001503,Hombre,soltero/a,27,secundaria,97192,empleado/a calificado/a / funcionario/a,0
100001504,Hombre,,59,universidad,62101,desempleado/a / no calificado/a,0
100001505,Hombre,,28,secundaria,123497,empleado/a calificado/a / funcionario/a,0
100001506,Hombre,,24,secundaria,120326,empleado/a calificado/a / funcionario/a,1
100001507,Hombre,,26,secundaria,66645,desempleado/a / no calificado/a,0
100001508,Hombre,soltero/a,33,secundaria,83429,desempleado/a / no calificado/a,0
100001509,Hombre,soltero/a,37,secundaria,107539,empleado/a calificado/a / funcionario/a,1
100001510,Hombre,,46,universidad,153880,empleado/a calificado/a / funcionario/a,0
100001511,Hombre,,62,universidad,140178,desempleado/a / no calificado/a,1
100001512,Hombre,soltero/a,26,secundaria,100402,desempleado/a / no calificado/a,0
100001513,Hombre,,49,universidad,122158,desempleado/a / no calificado/a,0
100001514,Hombre,,25,secundaria,89331,desempleado/a / no calificado/a,0
100001515,Hombre,,37,secundaria,125359,desempleado/a / no calificado/a,0
100001516,Hombre,soltero/a,31,secundaria,124110,empleado/a calificado/a / funcionario/a,0
100001517,Hombre,soltero/a,25,secundaria,93526,desempleado/a / no calificado/a,0
100001518,Hombre,,21,secundaria,70170,desempleado/a / no calificado/a,0
100001519,Hombre,,27,secundaria,82357,desempleado/a / no calificado/a,0
100001520,Hombre,,29,secundaria,126745,empleado/a calificado/a / funcionario/a,0
100001521,Hombre,,30,secundaria,103326,empleado/a calificado/a / funcionario/a,1
100001522,Hombre,,26,secundaria,116048,empleado/a calificado/a / funcionario/a,1
100001523,Hombre,,40,universidad,137115,desempleado/a / no calificado/a,0
100001524,Hombre,,23,secundaria,105365,empleado/a calificado/a / funcionario/a,1
100001525,Hombre,,31,secundaria,95911,empleado/a calificado/a / funcionario/a,0
100001526,Hombre,,29,secundaria,88669,desempleado/a / no calificado/a,0
100001527,Hombre,soltero/a,22,secundaria,103776,desempleado/a / no calificado/a,0
100001528,Hombre,,26,secundaria,108864,empleado/a calificado/a / funcionario/a,1
100001529,Hombre,soltero/a,39,secundaria,106037,empleado/a calificado/a / funcionario/a,1
100001530,Hombre,soltero/a,35,secundaria,84851,desempleado/a / no calificado/a,0
100001531,Hombre,,26,secundaria,95748,empleado/a calificado/a / funcionario/a,1
100001532,Hombre,,28,secundaria,133616,empleado/a calificado/a / funcionario/a,1
100001533,Hombre,,56,universidad,132752,empleado/a calificado/a / funcionario/a,0
100001534,Hombre,,22,secundaria,95712,empleado/a calificado/a / funcionario/a,1
100001535,Hombre,,26,secundaria,109063,empleado/a calificado/a / funcionario/a,0
100001536,Hombre,soltero/a,41,secundaria,113521,empleado/a calificado/a / funcionario/a,0
100001537,Hombre,,29,secundaria,109380,empleado/a calificado/a / funcionario/a,1
100001538,Hombre,,42,universidad,82558,desempleado/a / no calificado/a,0
100001539,Hombre,,50,universidad,124777,empleado/a calificado/a / funcionario/a,1
100001540,Hombre,,33,secundaria,133542,empleado/a calificado/a / funcionario/a,0
100001541,Hombre,,28,secundaria,116492,empleado/a calificado/a / funcionario/a,1
100001542,Hombre,,27,secundaria,68834,desempleado/a / no calificado/a,0
100001543,Hombre,,27,secundaria,124023,empleado/a calificado/a / funcionario/a,0
100001544,Hombre,soltero/a,28,secundaria,63882,desempleado/a / no calificado/a,0
100001545,Hombre,,24,secundaria,122492,empleado/a calificado/a / funcionario/a,1
100001546,Hombre,soltero/a,28,secundaria,141453,,1
100001547,Hombre,,32,secundaria,99327,empleado/a calificado/a / funcionario/a,0
100001548,Hombre,soltero/a,32,secundaria,45590,desempleado/a / no calificado/a,0
100001549,Hombre,soltero/a,30,secundaria,71167,desempleado/a / no calificado/a,0
100001550,Hombre,,29,secundaria,111992,empleado/a calificado/a / funcionario/a,0
100001551,Hombre,,37,secundaria,145140,empleado/a calificado/a / funcionario/a,1
100001552,Hombre,,24,secundaria,49672,desempleado/a / no calificado/a,0
100001553,Hombre,,36,secundaria,75536,desempleado/a / no calificado/a,0
100001554,Hombre,,40,universidad,86720,desempleado/a / no calificado/a,0
100001555,Hombre,,51,universidad,97729,desempleado/a / no calificado/a,0
100001556,Hombre,,33,secundaria,106808,desempleado/a / no calificado/a,0
100001557,Hombre,soltero/a,31,secundaria,117971,empleado/a calificado/a / funcionario/a,0
100001558,Hombre,,29,secundaria,97731,empleado/a calificado/a / funcionario/a,1
100001559,Hombre,soltero/a,48,universidad,109196,desempleado/a / no calificado/a,0
100001560,Hombre,,25,secundaria,94905,empleado/a calificado/a / funcionario/a,0
100001561,Hombre,soltero/a,28,secundaria,57480,desempleado/a / no calificado/a,0
100001562,Hombre,,23,secundaria,109175,empleado/a calificado/a / funcionario/a,1
100001563,Hombre,,32,secundaria,111174,empleado/a calificado/a / funcionario/a,1
100001564,Hombre,,34,secundaria,127255,empleado/a calificado/a / funcionario/a,0
100001565,Hombre,soltero/a,23,secundaria,115499,empleado/a calificado/a / funcionario/a,0
100001566,Hombre,,25,secundaria,109499,empleado/a calificado/a / funcionario/a,1
100001567,Hombre,soltero/a,25,secundaria,104696,empleado/a calificado/a / funcionario/a,0
100001568,Hombre,,27,secundaria,104467,empleado/a calificado/a / funcionario/a,0
100001569,Hombre,,29,secundaria,120157,empleado/a calificado/a / funcionario/a,0
100001570,Hombre,,46,universidad,81200,desempleado/a / no calificado/a,0
100001571,Hombre,,61,universidad,97558,desempleado/a / no calificado/a,0
100001572,Hombre,,25,secundaria,95914,empleado/a calificado/a / funcionario/a,0
100001573,Hombre,,67,,128053,empleado/a calificado/a / funcionario/a,0
100001574,Hombre,,49,universidad,101734,desempleado/a / no calificado/a,0
100001575,Hombre,,21,secundaria,126009,empleado/a calificado/a / funcionario/a,0
100001576,Hombre,soltero/a,19,secundaria,91232,desempleado/a / no calificado/a,0
100001577,Hombre,,67,,128343,desempleado/a / no calificado/a,0
100001578,Hombre,,31,secundaria,110040,empleado/a calificado/a / funcionario/a,1
100001579,Hombre,,27,secundaria,38247,desempleado/a / no calificado/a,0
100001580,Hombre,,37,secundaria,129027,desempleado/a / no calificado/a,0
100001581,Hombre,,27,secundaria,115026,empleado/a calificado/a / funcionario/a,0
100001582,Hombre,soltero/a,36,secundaria,130323,empleado/a calificado/a / funcionario/a,0
100001583,Hombre,,24,secundaria,103181,empleado/a calificado/a / funcionario/a,1
100001584,Hombre,,31,secundaria,138307,empleado/a calificado/a / funcionario/a,1
100001585,Hombre,,29,secundaria,122564,desempleado/a / no calificado/a,0
100001586,Hombre,soltero/a,28,secundaria,82351,desempleado/a / no calificado/a,0
100001587,Hombre,,34,secundaria,125351,empleado/a calificado/a / funcionario/a,0
100001588,Hombre,,26,secundaria,82940,desempleado/a / no calificado/a,0
100001589,Hombre,soltero/a,21,secundaria,108029,empleado/a calificado/a / funcionario/a,0
100001590,Hombre,,63,universidad,82734,desempleado/a / no calificado/a,0
100001591,Hombre,soltero/a,38,universidad,116816,desempleado/a / no calificado/a,0
100001592,Hombre,,20,secundaria,113472,desempleado/a / no calificado/a,0
100001593,Hombre,,44,universidad,143343,empleado/a calificado/a / funcionario/a,1
100001594,Hombre,,31,secundaria,104074,empleado/a calificado/a / funcionario/a,1
100001595,Hombre,soltero/a,33,secundaria,138525,empleado/a calificado/a / funcionario/a,1
100001596,Hombre,,49,universidad,106960,desempleado/a / no calificado/a,0
100001597,Hombre,soltero/a,26,secundaria,108323,empleado/a calificado/a / funcionario/a,0
100001598,Hombre,,28,secundaria,95784,empleado/a calificado/a / funcionario/a,0
100001599,Hombre,,30,secundaria,140673,empleado/a calificado/a / funcionario/a,1
100001600,Hombre,,36,secundaria,104235,empleado/a calificado/a / funcionario/a,1
100001601,Hombre,,27,secundaria,54041,desempleado/a / no calificado/a,0
100001602,Mujer,soltero/a,23,,107961,desempleado/a / no calificado/a,0
100001603,Mujer,soltero/a,31,,113757,empleado/a calificado/a / funcionario/a,0
100001604,Hombre,,27,secundaria,94884,empleado/a calificado/a / funcionario/a,0
100001605,Hombre,,25,secundaria,126041,empleado/a calificado/a / funcionario/a,0
100001606,Hombre,,23,secundaria,64952,desempleado/a / no calificado/a,0
100001607,Mujer,,27,secundaria,66764,desempleado/a / no calificado/a,0
100001608,Hombre,soltero/a,38,secundaria,67861,desempleado/a / no calificado/a,0
100001609,Mujer,soltero/a,44,secundaria,113516,desempleado/a / no calificado/a,0
100001610,Hombre,,42,secundaria,46109,desempleado/a / no calificado/a,0
100001611,Hombre,,25,secundaria,103651,desempleado/a / no calificado/a,0
100001612,Mujer,,40,secundaria,75043,desempleado/a / no calificado/a,0
100001613,Hombre,,24,secundaria,116473,desempleado/a / no calificado/a,0
100001614,Hombre,soltero/a,39,secundaria,96614,desempleado/a / no calificado/a,0
100001615,Mujer,soltero/a,24,,66447,desempleado/a / no calificado/a,0
100001616,Hombre,soltero/a,50,secundaria,119068,empleado/a calificado/a / funcionario/a,0
100001617,Hombre,,28,secundaria,122973,desempleado/a / no calificado/a,0
100001618,Hombre,,36,secundaria,81609,desempleado/a / no calificado/a,0
100001619,Mujer,soltero/a,36,secundaria,105519,empleado/a calificado/a / funcionario/a,0
100001620,Hombre,,40,secundaria,86649,desempleado/a / no calificado/a,0
100001621,Hombre,soltero/a,31,,76384,desempleado/a / no calificado/a,0
100001622,Mujer,,27,secundaria,67136,desempleado/a / no calificado/a,0
100001623,Hombre,,35,secundaria,93155,desempleado/a / no calificado/a,0
100001624,Mujer,soltero/a,51,secundaria,124183,desempleado/a / no calificado/a,0
100001625,Hombre,soltero/a,26,,64860,desempleado/a / no calificado/a,0
100001626,Mujer,soltero/a,33,secundaria,87232,desempleado/a / no calificado/a,0
100001627,Hombre,,27,secundaria,92304,desempleado/a / no calificado/a,0
100001628,Mujer,soltero/a,38,secundaria,84254,desempleado/a / no calificado/a,0
100001629,Hombre,soltero/a,30,,106696,empleado/a calificado/a / funcionario/a,0
100001630,Mujer,soltero/a,28,,113212,empleado/a calificado/a / funcionario/a,0
100001631,Mujer,soltero/a,23,,71076,desempleado/a / no calificado/a,0
100001632,Hombre,,23,secundaria,114270,desempleado/a / no calificado/a,0
100001633,Hombre,,26,secundaria,125538,empleado/a calificado/a / funcionario/a,0
100001634,Hombre,,21,secundaria,92442,desempleado/a / no calificado/a,0
100001635,Hombre,soltero/a,36,secundaria,75297,desempleado/a / no calificado/a,0
100001636,Hombre,,24,secundaria,65707,desempleado/a / no calificado/a,0
100001637,Mujer,soltero/a,41,secundaria,120387,empleado/a calificado/a / funcionario/a,0
100001638,Mujer,soltero/a,42,secundaria,120946,empleado/a calificado/a / funcionario/a,0
100001639,Mujer,soltero/a,27,,73265,desempleado/a / no calificado/a,0
100001640,Mujer,,40,secundaria,77481,desempleado/a / no calificado/a,0
100001641,Hombre,,34,secundaria,91282,desempleado/a / no calificado/a,0
100001642,Mujer,soltero/a,40,secundaria,104405,desempleado/a / no calificado/a,0
100001643,Mujer,soltero/a,33,secundaria,99646,empleado/a calificado/a / funcionario/a,0
100001644,Hombre,soltero/a,49,secundaria,97791,desempleado/a / no calificado/a,0
100001645,Mujer,soltero/a,28,,81878,desempleado/a / no calificado/a,0
100001646,Hombre,,26,secundaria,107908,empleado/a calificado/a / funcionario/a,0
100001647,Hombre,soltero/a,40,secundaria,98608,desempleado/a / no calificado/a,0
100001648,Mujer,soltero/a,47,secundaria,95228,desempleado/a / no calificado/a,0
100001649,Hombre,,41,secundaria,128163,empleado/a calificado/a / funcionario/a,0
100001650,Hombre,,29,secundaria,94325,desempleado/a / no calificado/a,0
100001651,Hombre,,37,secundaria,90815,desempleado/a / no calificado/a,0
100001652,Mujer,soltero/a,31,,120719,empleado/a calificado/a / funcionario/a,0
100001653,Mujer,soltero/a,35,secundaria,110159,empleado/a calificado/a / funcionario/a,0
100001654,Mujer,soltero/a,35,secundaria,124490,empleado/a calificado/a / funcionario/a,0
100001655,Hombre,,29,secundaria,75161,desempleado/a / no calificado/a,0
100001656,Hombre,soltero/a,37,secundaria,127206,empleado/a calificado/a / funcionario/a,0
100001657,Mujer,soltero/a,37,secundaria,83660,desempleado/a / no calificado/a,0
100001658,Hombre,,26,secundaria,87400,desempleado/a / no calificado/a,0
100001659,Hombre,,28,secundaria,78942,desempleado/a / no calificado/a,0
100001660,Hombre,,23,secundaria,88452,desempleado/a / no calificado/a,0
100001661,Mujer,soltero/a,38,secundaria,104128,empleado/a calificado/a / funcionario/a,0
100001662,Hombre,,30,secundaria,100313,empleado/a calificado/a / funcionario/a,0
100001663,Hombre,soltero/a,45,secundaria,107387,empleado/a calificado/a / funcionario/a,0
100001664,Mujer,soltero/a,24,,84355,desempleado/a / no calificado/a,0
100001665,Hombre,soltero/a,35,secundaria,112723,empleado/a calificado/a / funcionario/a,0
100001666,Hombre,,41,secundaria,115892,empleado/a calificado/a / funcionario/a,0
100001667,Mujer,,30,secundaria,106597,empleado/a calificado/a / funcionario/a,0
100001668,Hombre,,30,secundaria,121327,empleado/a calificado/a / funcionario/a,0
100001669,Hombre,,26,secundaria,92559,desempleado/a / no calificado/a,0
100001670,Hombre,,25,secundaria,87537,desempleado/a / no calificado/a,0
100001671,Hombre,,23,secundaria,70569,desempleado/a / no calificado/a,0
100001672,Hombre,,27,secundaria,85294,desempleado/a / no calificado/a,0
100001673,Hombre,soltero/a,26,,70905,desempleado/a / no calificado/a,0
100001674,Mujer,soltero/a,25,,103716,desempleado/a / no calificado/a,0
100001675,Mujer,,27,secundaria,94947,empleado/a calificado/a / funcionario/a,0
100001676,Hombre,soltero/a,42,secundaria,80116,desempleado/a / no calificado/a,0
100001677,Mujer,soltero/a,35,secundaria,86492,desempleado/a / no calificado/a,0
100001678,Hombre,,25,secundaria,88672,desempleado/a / no calificado/a,0
100001679,Hombre,,26,secundaria,82984,desempleado/a / no calificado/a,0
100001680,Mujer,soltero/a,38,secundaria,128100,empleado/a calificado/a / funcionario/a,0
100001681,Hombre,soltero/a,28,,72869,desempleado/a / no calificado/a,0
100001682,Mujer,,33,secundaria,112227,empleado/a calificado/a / funcionario/a,0
100001683,Hombre,soltero/a,40,secundaria,94674,desempleado/a / no calificado/a,0
100001684,Hombre,,23,secundaria,101003,empleado/a calificado/a / funcionario/a,0
100001685,Hombre,soltero/a,25,,112924,empleado/a calificado/a / funcionario/a,0
100001686,Hombre,soltero/a,28,,108645,desempleado/a / no calificado/a,0
100001687,Mujer,soltero/a,41,secundaria,69415,desempleado/a / no calificado/a,0
100001688,Hombre,soltero/a,50,secundaria,112204,desempleado/a / no calificado/a,0
100001689,Hombre,,23,secundaria,109700,empleado/a calificado/a / funcionario/a,0
100001690,Hombre,,26,secundaria,104484,empleado/a calificado/a / funcionario/a,0
100001691,Hombre,,22,secundaria,61239,desempleado/a / no calificado/a,0
100001692,Mujer,soltero/a,37,secundaria,119602,desempleado/a / no calificado/a,0
100001693,Hombre,soltero/a,38,secundaria,81014,desempleado/a / no calificado/a,0
100001694,Hombre,,22,secundaria,68165,desempleado/a / no calificado/a,0
100001695,Hombre,soltero/a,30,,88652,desempleado/a / no calificado/a,0
100001696,Mujer,soltero/a,38,secundaria,75705,desempleado/a / no calificado/a,0
100001697,Hombre,,36,secundaria,104189,empleado/a calificado/a / funcionario/a,0
100001698,Mujer,soltero/a,41,secundaria,71603,desempleado/a / no calificado/a,0
100001699,Hombre,,29,secundaria,121914,empleado/a calificado/a / funcionario/a,0
100001700,Hombre,,31,secundaria,106637,empleado/a calificado/a / funcionario/a,0
100001701,Hombre,soltero/a,31,,99800,empleado/a calificado/a / funcionario/a,0
100001702,Hombre,soltero/a,21,,67629,desempleado/a / no calificado/a,0
100001703,Mujer,soltero/a,32,,120354,empleado/a calificado/a / funcionario/a,0
100001704,Hombre,,35,secundaria,122110,empleado/a calificado/a / funcionario/a,0
100001705,Mujer,soltero/a,29,,89170,desempleado/a / no calificado/a,0
100001706,Hombre,soltero/a,34,secundaria,109195,empleado/a calificado/a / funcionario/a,0
100001707,Hombre,soltero/a,38,secundaria,92392,desempleado/a / no calificado/a,0
100001708,Hombre,,33,secundaria,43805,desempleado/a / no calificado/a,0
100001709,Hombre,,28,secundaria,68389,desempleado/a / no calificado/a,0
100001710,Hombre,,28,secundaria,112521,empleado/a calificado/a / funcionario/a,0
100001711,Mujer,soltero/a,21,,59255,desempleado/a / no calificado/a,0
100001712,Hombre,,29,secundaria,98612,desempleado/a / no calificado/a,0
100001713,Hombre,,26,secundaria,70649,desempleado/a / no calificado/a,0
100001714,Hombre,soltero/a,40,secundaria,95228,desempleado/a / no calificado/a,0
100001715,Hombre,soltero/a,25,,46865,desempleado/a / no calificado/a,0
100001716,Mujer,,20,secundaria,101688,empleado/a calificado/a / funcionario/a,0
100001717,Hombre,,23,secundaria,62618,desempleado/a / no calificado/a,0
100001718,Hombre,soltero/a,27,,102531,empleado/a calificado/a / funcionario/a,0
100001719,Hombre,soltero/a,36,secundaria,100737,empleado/a calificado/a / funcionario/a,0
100001720,Hombre,,25,secundaria,107321,empleado/a calificado/a / funcionario/a,0
100001721,Hombre,,25,secundaria,112879,desempleado/a / no calificado/a,0
100001722,Hombre,,34,secundaria,125372,desempleado/a / no calificado/a,0
100001723,Hombre,soltero/a,24,,69419,desempleado/a / no calificado/a,0
100001724,Hombre,soltero/a,36,secundaria,124759,empleado/a calificado/a / funcionario/a,0
100001725,Hombre,soltero/a,40,secundaria,79076,desempleado/a / no calificado/a,0
100001726,Mujer,soltero/a,39,secundaria,84779,desempleado/a / no calificado/a,0
100001727,Hombre,soltero/a,42,secundaria,77393,desempleado/a / no calificado/a,0
100001728,Mujer,soltero/a,35,secundaria,113187,desempleado/a / no calificado/a,0
100001729,Hombre,,27,secundaria,99100,empleado/a calificado/a / funcionario/a,0
100001730,Mujer,soltero/a,27,,64954,desempleado/a / no calificado/a,0
100001731,Hombre,,23,secundaria,103244,empleado/a calificado/a / funcionario/a,0
100001732,Hombre,,32,secundaria,124975,empleado/a calificado/a / funcionario/a,0
100001733,Mujer,,28,secundaria,133582,empleado/a calificado/a / funcionario/a,0
100001734,Mujer,soltero/a,22,,103519,empleado/a calificado/a / funcionario/a,0
100001735,Mujer,soltero/a,31,,117813,empleado/a calificado/a / funcionario/a,0
100001736,Hombre,,22,secundaria,119902,empleado/a calificado/a / funcionario/a,0
100001737,Mujer,soltero/a,23,,70783,desempleado/a / no calificado/a,0
100001738,Hombre,,35,secundaria,125470,desempleado/a / no calificado/a,0
100001739,Hombre,,26,secundaria,109782,desempleado/a / no calificado/a,0
100001740,Hombre,,28,secundaria,78322,desempleado/a / no calificado/a,0
100001741,Mujer,soltero/a,54,secundaria,125517,empleado/a calificado/a / funcionario/a,0
100001742,Hombre,soltero/a,49,secundaria,102463,desempleado/a / no calificado/a,0
100001743,Hombre,soltero/a,38,secundaria,89309,desempleado/a / no calificado/a,0
100001744,Hombre,soltero/a,47,secundaria,110287,empleado/a calificado/a / funcionario/a,0
100001745,Hombre,soltero/a,49,secundaria,122391,desempleado/a / no calificado/a,0
100001746,Hombre,,30,secundaria,116399,empleado/a calificado/a / funcionario/a,0
100001747,Hombre,soltero/a,32,,81907,desempleado/a / no calificado/a,0
100001748,Hombre,,24,secundaria,97909,desempleado/a / no calificado/a,0
100001749,Hombre,soltero/a,25,,68051,desempleado/a / no calificado/a,0
100001750,Mujer,soltero/a,33,secundaria,82414,desempleado/a / no calificado/a,0
100001751,Hombre,,34,secundaria,123089,empleado/a calificado/a / funcionario/a,0
100001752,Hombre,,24,secundaria,66537,desempleado/a / no calificado/a,0
100001753,Hombre,soltero/a,36,secundaria,127926,desempleado/a / no calificado/a,0
100001754,Hombre,soltero/a,41,secundaria,78963,desempleado/a / no calificado/a,0
100001755,Mujer,,33,secundaria,108694,empleado/a calificado/a / funcionario/a,0
100001756,Hombre,,26,secundaria,100892,empleado/a calificado/a / funcionario/a,0
100001757,Hombre,soltero/a,36,secundaria,119560,empleado/a calificado/a / funcionario/a,0
100001758,Hombre,soltero/a,35,secundaria,116176,desempleado/a / no calificado/a,0
100001759,Mujer,soltero/a,29,,111854,empleado/a calificado/a / funcionario/a,0
100001760,Hombre,,26,secundaria,69831,desempleado/a / no calificado/a,0
100001761,Mujer,soltero/a,31,,69375,desempleado/a / no calificado/a,0
100001762,Mujer,,26,secundaria,71310,desempleado/a / no calificado/a,0
100001763,Mujer,soltero/a,47,secundaria,73913,desempleado/a / no calificado/a,0
100001764,Mujer,,20,secundaria,95492,empleado/a calificado/a / funcionario/a,0
100001765,Mujer,soltero/a,45,secundaria,109329,desempleado/a / no calificado/a,0
100001766,Mujer,soltero/a,36,secundaria,116027,empleado/a calificado/a / funcionario/a,0
100001767,Mujer,,31,secundaria,81987,desempleado/a / no calificado/a,0
100001768,Hombre,soltero/a,41,secundaria,83481,desempleado/a / no calificado/a,0
100001769,Hombre,soltero/a,31,,72361,desempleado/a / no calificado/a,0
100001770,Hombre,,27,secundaria,106625,desempleado/a / no calificado/a,0
100001771,Hombre,,32,secundaria,123707,empleado/a calificado/a / funcionario/a,0
100001772,Hombre,soltero/a,43,secundaria,79353,desempleado/a / no calificado/a,0
100001773,Hombre,soltero/a,32,,68347,desempleado/a / no calificado/a,0
100001774,Hombre,,29,secundaria,115832,empleado/a calificado/a / funcionario/a,0
100001775,Mujer,soltero/a,37,secundaria,89946,desempleado/a / no calificado/a,0
100001776,Hombre,soltero/a,35,secundaria,86319,desempleado/a / no calificado/a,0
100001777,Hombre,,23,secundaria,70963,desempleado/a / no calificado/a,0
100001778,Mujer,soltero/a,40,secundaria,106120,empleado/a calificado/a / funcionario/a,0
100001779,Hombre,,26,secundaria,97856,empleado/a calificado/a / funcionario/a,0
100001780,Mujer,soltero/a,28,,61824,desempleado/a / no calificado/a,0
100001781,Hombre,,40,secundaria,103907,empleado/a calificado/a / funcionario/a,0
100001782,Hombre,,26,secundaria,99953,desempleado/a / no calificado/a,0
100001783,Hombre,,23,secundaria,113413,empleado/a calificado/a / funcionario/a,0
100001784,Mujer,soltero/a,26,,107091,desempleado/a / no calificado/a,0
100001785,Mujer,soltero/a,26,,124783,empleado/a calificado/a / funcionario/a,0
100001786,Hombre,soltero/a,49,secundaria,92281,desempleado/a / no calificado/a,0
100001787,Hombre,,26,secundaria,96219,empleado/a calificado/a / funcionario/a,0
100001788,Hombre,soltero/a,35,secundaria,86221,desempleado/a / no calificado/a,0
100001789,Hombre,,24,secundaria,80962,desempleado/a / no calificado/a,0
100001790,Hombre,soltero/a,46,secundaria,78754,desempleado/a / no calificado/a,0
100001791,Mujer,soltero/a,26,,60026,desempleado/a / no calificado/a,0
100001792,Mujer,soltero/a,47,secundaria,88157,desempleado/a / no calificado/a,0
100001793,Mujer,soltero/a,27,,59881,desempleado/a / no calificado/a,0
100001794,Mujer,,41,secundaria,112818,empleado/a calificado/a / funcionario/a,0
100001795,Hombre,,29,secundaria,102250,empleado/a calificado/a / funcionario/a,0
100001796,Hombre,,28,secundaria,38980,desempleado/a / no calificado/a,0
100001797,Hombre,,33,secundaria,81807,desempleado/a / no calificado/a,0
100001798,Hombre,soltero/a,50,secundaria,93148,desempleado/a / no calificado/a,0
100001799,Hombre,,32,secundaria,108032,empleado/a calificado/a / funcionario/a,0
100001800,Mujer,,31,secundaria,89335,desempleado/a / no calificado/a,0
100001801,Mujer,soltero/a,52,secundaria,95639,desempleado/a / no calificado/a,0
100001802,Mujer,soltero/a,53,secundaria,124902,empleado/a calificado/a / funcionario/a,0
100001803,Hombre,,34,secundaria,87801,desempleado/a / no calificado/a,0
100001804,Hombre,,22,secundaria,92538,empleado/a calificado/a / funcionario/a,0
100001805,Mujer,,33,secundaria,83687,desempleado/a / no calificado/a,0
100001806,Mujer,soltero/a,32,,128310,empleado/a calificado/a / funcionario/a,0
100001807,Hombre,soltero/a,45,secundaria,104754,desempleado/a / no calificado/a,0
100001808,Mujer,,25,secundaria,68222,desempleado/a / no calificado/a,0
100001809,Hombre,,41,secundaria,97006,desempleado/a / no calificado/a,0
100001810,Hombre,soltero/a,36,secundaria,107372,desempleado/a / no calificado/a,0
100001811,Hombre,,27,secundaria,110511,empleado/a calificado/a / funcionario/a,0
100001812,Mujer,soltero/a,40,secundaria,72193,desempleado/a / no calificado/a,0
100001813,Hombre,soltero/a,37,secundaria,95972,desempleado/a / no calificado/a,0
100001814,Mujer,soltero/a,35,secundaria,105556,desempleado/a / no calificado/a,0
100001815,Mujer,soltero/a,34,secundaria,88701,desempleado/a / no calificado/a,0
100001816,Hombre,soltero/a,28,,117710,empleado/a calificado/a / funcionario/a,0
100001817,Hombre,soltero/a,44,secundaria,76057,desempleado/a / no calificado/a,0
100001818,Mujer,,27,secundaria,100392,empleado/a calificado/a / funcionario/a,0
100001819,Hombre,soltero/a,50,secundaria,113308,empleado/a calificado/a / funcionario/a,0
100001820,Hombre,,18,secundaria,100924,empleado/a calificado/a / funcionario/a,0
100001821,Hombre,soltero/a,25,,72188,desempleado/a / no calificado/a,0
100001822,Hombre,,40,secundaria,70431,desempleado/a / no calificado/a,0
