Sexo,Estado civil,Edad,Educacion,Ingreso anual,Ocupacion,Tamano de asentamiento,Ingreso mensual,Nivel socioeconomico,Descripción NSE
0,0,42,1,78327,1,0,6527,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,30,1,131433,4,0,10952,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,23,1,167076,1,2,13923,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,61,3,130788,1,0,10899,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,35,1,107408,4,1,8950,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,39,1,115323,4,1,9610,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,29,1,99012,4,0,8251,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,51,1,115996,4,1,9666,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,24,1,123353,4,1,10279,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,27,1,100008,4,0,8334,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,35,1,125105,1,0,10425,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,25,1,92020,4,2,7668,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,52,1,108365,4,2,9030,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,35,1,112979,4,0,9414,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,26,1,117221,4,1,9768,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,22,1,88800,4,2,7400,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,39,3,115099,1,0,9591,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,46,3,113399,1,0,9449,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,24,1,115879,4,1,9656,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,35,1,141270,4,2,11772,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,24,1,107633,4,1,8969,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,131751,1,0,10979,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,35,1,83687,1,0,6973,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,29,1,106828,4,2,8902,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,135537,4,1,11294,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,57,3,107142,1,0,8928,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,97446,4,1,8120,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,55,3,126357,4,2,10529,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,36,1,169617,4,1,14134,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,57,3,108945,1,0,9078,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,67345,1,0,5612,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,37,1,106215,4,0,8851,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,36,1,149237,4,0,12436,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,38,1,112124,4,0,9343,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,45,3,215150,4,2,17929,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,25,1,89534,4,1,7461,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,111082,4,2,9256,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,37,1,137069,4,1,11422,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,36,1,244541,4,2,20378,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,28,1,120712,4,1,10059,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,34,1,175367,1,0,14613,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,32,1,111418,4,1,9284,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,110913,4,0,9242,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,49,3,84267,1,0,7022,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,32,1,136886,4,2,11407,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,29,1,144884,4,2,12073,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,23,1,151180,4,1,12598,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,50,1,114997,4,1,9583,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,49,1,100961,1,0,8413,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,63,3,124849,4,2,10404,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,37,1,152308,4,2,12692,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,35,1,167945,1,1,13995,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,26,1,126706,4,2,10558,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,210017,4,2,17501,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,49,3,125665,4,1,10472,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,48,3,111184,4,1,9265,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,26,1,94134,4,0,7844,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,214620,4,1,17885,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,44,3,193816,4,1,16151,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,56,1,168714,4,1,14059,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,46,3,202997,4,1,16916,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,26,1,192451,4,2,16037,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,20,1,127928,4,2,10660,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,45,1,78253,1,0,6521,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,43,1,118446,4,1,9870,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,161379,4,2,13448,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,54,3,56622,1,0,4718,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,42,3,146117,4,1,12176,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,37,1,90418,1,0,7534,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,49,1,109053,4,0,9087,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,44,1,219319,4,0,18276,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,33,1,144701,4,1,12058,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,24,1,102425,1,0,8535,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,33,1,79867,1,0,6655,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,24,1,107114,4,2,8926,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,22,1,62263,1,0,5188,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,40,1,92567,1,0,7713,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,25,1,146349,4,0,12195,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,141825,4,1,11818,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,25,1,68582,1,0,5715,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,29,1,85476,1,0,7123,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,111091,4,2,9257,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,38,1,67110,1,0,5592,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,48,3,126154,1,0,10512,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,92257,4,2,7688,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,27,1,93605,1,0,7800,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,165190,4,0,13765,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,32,1,107195,4,0,8932,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,34,1,145059,4,0,12088,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,148363,4,0,12363,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,36,1,105681,4,2,8806,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,39,1,93732,1,0,7811,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,49,1,154778,4,2,12898,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,34,1,149356,4,2,12446,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,145670,4,1,12139,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,101589,4,2,8465,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,75,3,213333,4,1,17777,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,30,1,122420,4,0,10201,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,24,1,209856,4,1,17488,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,24,1,181003,1,0,15083,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,23,1,117804,4,1,9817,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,44,3,160650,4,1,13387,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,23,1,84611,1,0,7050,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,24,1,98479,4,2,8206,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,122359,4,2,10196,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,81394,1,0,6782,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,24,1,150372,4,1,12531,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,92385,1,0,7698,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,25,1,149851,4,2,12487,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,33,1,167939,4,1,13994,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,37,1,115426,1,0,9618,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,43,3,85402,1,0,7116,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,23,1,95815,4,2,7984,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,97518,1,0,8126,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,34,1,87355,1,0,7279,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,145933,4,1,12161,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,97307,4,0,8108,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,29,1,108434,4,2,9036,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,38,1,151312,4,1,12609,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,141847,4,1,11820,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,46,1,130675,4,2,10889,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,23,1,69309,1,0,5775,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,49,1,121466,4,2,10122,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,26,1,153586,4,2,12798,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,92849,4,0,7737,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,108539,4,2,9044,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,61,3,129556,4,2,10796,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,37,1,170146,4,0,14178,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,36,1,135383,4,1,11281,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,21,1,96769,4,2,8064,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,25,1,43684,1,0,3640,6,"Hogares con ingresos mínimos, muy bajo nivel educativo y sin acceso a servicios básicos."
0,0,36,1,103521,4,0,8626,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,118499,4,1,9874,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,22,1,119684,4,2,9973,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,42,1,126586,4,1,10548,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,40,3,136812,4,2,11401,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,36,1,118277,4,1,9856,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,33,1,144597,4,1,12049,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,106043,4,0,8836,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,63,3,272314,4,2,22692,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
